SPECIES,LITERAL LATIN,COMMON NAME,GENUS,FAMILY,ORDER,CLADE,COMMON GENUS NAME,COMMON FAMILY NAME,LIFE-FORM TYPE,SEEN AT,GROWTH FORM,SPECIFIC LOCATION,GENERAL LOCATION,HEMISPHERE,GROWTH HABIT,HORTICULTURAL DEVELOPMENT,COMMERCIAL STATUS,CONSERVATION STATUS,SOURCE,NOTES,IMAGE
aloe vera,true aloe,aloe vera,aloe,asphodelaceae,asparagales,monocots,aloes,asphodel family,chamaephyte,,herb,Arabian Peninsula,Arabia,Northern,Both,High,Major,Widespread/Common,bred,Famous medicinal plant; gel used for burns; extensively cultivated; stemless rosette,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Aloe_vera_flowers.jpg/1024px-Aloe_vera_flowers.jpg
alpinia purpurata,purple alpinia,red ginger,alpinia,zingiberaceae,zingiberales,monocots,gingers,ginger family,geophyte,,herb,Pacific Islands,Pacific Islands,Southern,Both,High,Major,Locally common,natural,Spectacular red bracts; tropical ornamental; also called jungle king,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Alpinia_purpurata_inflorescence.jpg/1024px-Alpinia_purpurata_inflorescence.jpg
alpinia zerumbet,zerumbet ginger,shell ginger,alpinia,zingiberaceae,zingiberales,monocots,gingers,ginger family,geophyte,,herb,East Asia,Asia,Northern,Both,High,Major,Widespread/Common,natural,Shell-like flower buds; fragrant; widely cultivated in tropics; large leaves,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Alpinia_zerumbet_flowers.jpg/1024px-Alpinia_zerumbet_flowers.jpg
alstonia scholaris,scholar's alstonia,devil tree,alstonia,apocynaceae,gentianales,dicots,devil trees,dogbane family,phanerophyte,,tree,Southeast Asia,Southeast Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,White fragrant flowers; whorled leaves; latex used medicinally; timber tree,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Alstonia_scholaris_flowers.jpg/1024px-Alstonia_scholaris_flowers.jpg
alstroemeria aurea,golden alstroemeria,peruvian lily,alstroemeria,alstroemeriaceae,liliales,monocots,peruvian lilies,alstroemeria family,geophyte,,herb,South America,South America,Southern,Both,High,Major,Locally common,natural,Bright yellow flowers; twisted leaves; popular cut flower; spreads by rhizomes,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Alstroemeria_aurea_flowers.jpg/1024px-Alstroemeria_aurea_flowers.jpg
alternanthera brasiliana,brazilian alternanthera,brazilian joyweed,alternanthera,amaranthaceae,caryophyllales,dicots,joyweeds,amaranth family,hemicryptophyte,,herb,South America,South America,Southern,Both,High,Major,Widespread/Common,natural,Colorful foliage plant; purple or green leaves; popular bedding plant,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Alternanthera_brasiliana_001.jpg/1024px-Alternanthera_brasiliana_001.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
amaranthus cruentus,blood-red amaranth,red amaranth,amaranthus,amaranthaceae,caryophyllales,dicots,amaranths,amaranth family,therophyte,,herb,Central America,Central America,Northern,Both,Moderate,Limited,Widespread/Common,natural,Grain amaranth; red flower spikes; edible leaves and seeds; ancient crop,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Amaranthus_cruentus_001.jpg/1024px-Amaranthus_cruentus_001.jpg
amaranthus retroflexus,bent-back amaranth,redroot pigweed,amaranthus,amaranthaceae,caryophyllales,dicots,amaranths,amaranth family,therophyte,,herb,North America,North America,Northern,Wild,Low,None,Widespread/Common,natural,Common weed; edible young leaves; red taproot; dense flower spikes,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Amaranthus_retroflexus_001.jpg/1024px-Amaranthus_retroflexus_001.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
amorpha canescens,greyish leadplant,leadplant,amorpha,fabaceae,fabales,dicots,false indigos,legume family,chamaephyte,,shrub,Central North America,North America,Northern,Wild,Moderate,None,Locally common,natural,Prairie shrub; purple flower spikes; deep taproot; nitrogen-fixing,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Amorpha_canescens_flowers.jpg/1024px-Amorpha_canescens_flowers.jpg
ananas comosus,tufted pineapple,pineapple,ananas,bromeliaceae,poales,monocots,pineapples,bromeliad family,hemicryptophyte,,herb,South America,South America,Southern,Cultivated,High,Major,Widespread/Common,bred,Major tropical fruit; crown can be replanted; symbol of hospitality,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Ananas_comosus_001.jpg/1024px-Ananas_comosus_001.jpg
anaphalis margaritacea,pearly everlasting,pearly everlasting,anaphalis,asteraceae,asterales,dicots,pearly everlastings,aster family,hemicryptophyte,,herb,North America,North America,Northern,Wild,Moderate,Limited,Widespread/Common,natural,White papery flowers; woolly leaves; used in dried arrangements,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Anaphalis_margaritacea_flowers.jpg/1024px-Anaphalis_margaritacea_flowers.jpg
anemone coronaria,crown anemone,poppy anemone,anemone,ranunculaceae,ranunculales,dicots,windflowers,buttercup family,geophyte,,herb,Mediterranean,Mediterranean,Northern,Both,High,Major,Widespread/Common,natural,Colorful spring flowers; tuberous root; many cultivars; goes dormant in summer,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Anemone_coronaria_flowers.jpg/1024px-Anemone_coronaria_flowers.jpg
anemone hupehensis,hupeh anemone,chinese anemone,anemone,ranunculaceae,ranunculales,dicots,windflowers,buttercup family,geophyte,,herb,China,East Asia,Northern,Both,High,Major,Locally common,natural,Late summer bloomer; pink flowers; spreads by rhizomes; shade tolerant,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Anemone_hupehensis_flowers.jpg/1024px-Anemone_hupehensis_flowers.jpg
anethum graveolens,strong-scented dill,dill,anethum,apiaceae,apiales,dicots,dill,carrot family,therophyte,,herb,Southwestern Asia,Asia,Northern,Cultivated,High,Major,Widespread/Common,bred,Culinary herb; feathery leaves; aromatic seeds; essential in pickling,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Anethum_graveolens_001.jpg/1024px-Anethum_graveolens_001.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
annona glabra,smooth annona,pond apple,annona,annonaceae,magnoliales,dicots,custard apples,custard apple family,phanerophyte,,tree,Tropical Americas,Americas,Southern,Both,Moderate,Limited,Widespread/Common,natural,Grows in swamps; edible but poor fruit; can be invasive outside native range,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Annona_glabra_fruit.jpg/1024px-Annona_glabra_fruit.jpg
anthurium andraeanum,Andraea's anthurium,flamingo flower,anthurium,araceae,alismatales,monocots,anthuriums,aroid family,epiphyte,,herb,Colombia,South America,Northern,Both,High,Major,Locally common,natural,Glossy heart-shaped red spathe; popular houseplant; many hybrids; toxic,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Anthurium_andraeanum_001.jpg/1024px-Anthurium_andraeanum_001.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
antigonon leptopus,thin-footed antigonon,coral vine,antigonon,polygonaceae,caryophyllales,dicots,coral vines,buckwheat family,phanerophyte,,vine,Mexico,Central America,Northern,Both,High,Major,Widespread/Common,natural,Pink heart-shaped flowers; fast-growing climber; can be invasive; bee plant,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Antigonon_leptopus_flowers.jpg/1024px-Antigonon_leptopus_flowers.jpg
antirrhinum majus,greater snapdragon,snapdragon,antirrhinum,plantaginaceae,lamiales,dicots,snapdragons,plantain family,hemicryptophyte,,herb,Mediterranean,Mediterranean,Northern,Both,High,Major,Widespread/Common,bred,Distinctive dragon-mouth flowers; wide color range; popular annual; tall spikes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Antirrhinum_majus_flowers.jpg/1024px-Antirrhinum_majus_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
arachis pintoi,Pinto's peanut,pinto peanut,arachis,fabaceae,fabales,dicots,peanuts,legume family,hemicryptophyte,,herb,South America,South America,Southern,Both,High,Major,Locally common,natural,Perennial peanut; ground cover; nitrogen-fixing; forage crop; bright yellow flowers,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Arachis_pintoi_flowers.jpg/1024px-Arachis_pintoi_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
araucaria araucana,araucanian araucaria,monkey puzzle tree,araucaria,araucariaceae,pinales,conifers,araucarias,araucaria family,phanerophyte,edinburgh,tree,Chile and Argentina,South America,Southern,Both,Moderate,Limited,Rare,natural,Ancient conifer; distinctive whorled branches; long-lived; dioecious,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Araucaria_araucana_001.jpg/1024px-Araucaria_araucana_001.jpg
araucaria bidwillii,Bidwill's araucaria,bunya pine,araucaria,araucariaceae,pinales,conifers,araucarias,araucaria family,phanerophyte,brisbane,tree,Queensland Australia,Australia,Southern,Both,Moderate,Limited,Rare,natural,Large edible seeds; culturally significant to Aboriginal peoples,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Araucaria_bidwillii_001.jpg/1024px-Araucaria_bidwillii_001.jpg
arbutus menziesii,Menzies' strawberry tree,pacific madrone,arbutus,ericaceae,ericales,dicots,strawberry trees,heath family,phanerophyte,seattle,tree,Western North America,North America,Northern,Wild,Low,Limited,Locally common,natural,Distinctive smooth red bark; evergreen; white flowers and red berries,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Arbutus_menziesii_001.jpg/1024px-Arbutus_menziesii_001.jpg
arctium lappa,large burdock,great burdock,arctium,asteraceae,asterales,dicots,burdocks,aster family,hemicryptophyte,,herb,Europe,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,Large leaves; hooked bur fruits; edible root; biennial; medicinal uses,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Arctium_lappa_001.jpg/1024px-Arctium_lappa_001.jpg
arctium minus,smaller burdock,lesser burdock,arctium,asteraceae,asterales,dicots,burdocks,aster family,hemicryptophyte,,herb,Europe,Europe,Northern,Both,Low,None,Widespread/Common,natural,Smaller than great burdock; purple flowers; velcro inspiration; widespread weed,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Arctium_minus_001.jpg/1024px-Arctium_minus_001.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
armoracia rusticana,country horseradish,horseradish,armoracia,brassicaceae,brassicales,dicots,horseradish,mustard family,geophyte,,herb,Southeastern Europe,Europe,Northern,Cultivated,High,Major,Widespread/Common,natural,Pungent root used as condiment; large leaves; perennial; spreads by root pieces,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Armoracia_rusticana_root.jpg/1024px-Armoracia_rusticana_root.jpg
aronia melanocarpa,black-fruited aronia,black chokeberry,aronia,rosaceae,rosales,dicots,chokeberries,rose family,chamaephyte,,shrub,Eastern North America,North America,Northern,Both,High,Major,Widespread/Common,natural,Edible berries high in antioxidants; brilliant fall color; popular landscaping shrub,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Aronia_melanocarpa_berries.jpg/1024px-Aronia_melanocarpa_berries.jpg
artemisia herba-alba,white wormwood,white wormwood,artemisia,asteraceae,asterales,dicots,wormwoods,aster family,chamaephyte,,shrub,North Africa and Middle East,Africa,Northern,Wild,Low,None,Locally common,natural,Aromatic silvery shrub; medicinal uses; desert adaptation,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Artemisia_herba-alba_001.jpg/1024px-Artemisia_herba-alba_001.jpg
artemisia pycnocelapha,dense-celled wormwood,beach wormwood,artemisia,asteraceae,asterales,dicots,wormwoods,aster family,hemicryptophyte,,herb,Eastern Asia,Asia,Northern,Wild,Low,None,Locally common,natural,Coastal species; salt tolerant; small yellow flower heads,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Artemisia_pycnocephala_001.jpg/1024px-Artemisia_pycnocephala_001.jpg
artemisia vulgaris,common wormwood,mugwort,artemisia,asteraceae,asterales,dicots,wormwoods,aster family,hemicryptophyte,,herb,Europe,Europe,Northern,Wild,Moderate,Limited,Widespread/Common,natural,Aromatic herb; traditional medicinal uses; can be weedy; deep taproot,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Artemisia_vulgaris_001.jpg/1024px-Artemisia_vulgaris_001.jpg
artocarpus altilis,tall breadfruit,breadfruit,artocarpus,moraceae,rosales,dicots,breadfruits,mulberry family,phanerophyte,,tree,Pacific Islands,Pacific,Southern,Both,High,Major,Widespread/Common,bred,Staple food in Pacific; spread by Polynesian voyagers 3000 years ago; Captain Bligh's Bounty mission,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Artocarpus_altilis_fruit.jpg/1024px-Artocarpus_altilis_fruit.jpg
artocarpus heterophyllus,different-leaved artocarpus,jackfruit,artocarpus,moraceae,rosales,dicots,breadfruits,mulberry family,phanerophyte,,tree,Western Ghats India,Asia,Northern,Both,High,Major,Widespread/Common,natural,World's largest tree fruit; can weigh 35kg; sweet flesh eaten fresh or cooked,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Artocarpus_heterophyllus_fruit.jpg/1024px-Artocarpus_heterophyllus_fruit.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
aruncus dioicus,dioecious goatsbeard,goatsbeard,aruncus,rosaceae,rosales,dicots,goatsbeards,rose family,hemicryptophyte,,herb,Northern Hemisphere,Global,Northern,Both,High,Major,Widespread/Common,natural,Feathery white flower plumes; shade tolerant; separate male and female plants,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Aruncus_dioicus_flowers.jpg/1024px-Aruncus_dioicus_flowers.jpg
arundina graminifolia,grass-leaved arundina,bamboo orchid,arundina,orchidaceae,asparagales,monocots,bamboo orchids,orchid family,hemicryptophyte,,herb,Southeast Asia,Southeast Asia,Northern,Both,High,Major,Widespread/Common,natural,Terrestrial orchid; bamboo-like stems; pink flowers; easy to grow,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Arundina_graminifolia_flowers.jpg/1024px-Arundina_graminifolia_flowers.jpg
asclepias incarnata,flesh-colored milkweed,swamp milkweed,asclepias,apocynaceae,gentianales,dicots,milkweeds,dogbane family,hemicryptophyte,,herb,Eastern North America,North America,Northern,Both,High,Limited,Widespread/Common,natural,Pink flowers; monarch butterfly host plant; tolerates wet soils; milky sap,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Asclepias_incarnata_flowers.jpg/1024px-Asclepias_incarnata_flowers.jpg
asclepias syriaca,syrian milkweed,common milkweed,asclepias,apocynaceae,gentianales,dicots,milkweeds,dogbane family,hemicryptophyte,,herb,Eastern North America,North America,Northern,Wild,Moderate,Limited,Widespread/Common,natural,Essential monarch butterfly host; fragrant pink flowers; spreads by rhizomes,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Asclepias_syriaca_flowers.jpg/1024px-Asclepias_syriaca_flowers.jpg
asparagus aethiopicus,ethiopian asparagus,sprengeri fern,asparagus,asparagaceae,asparagales,monocots,asparagus,asparagus family,geophyte,,herb,South Africa,Africa,Southern,Both,High,Major,Widespread/Common,natural,Popular houseplant; thorny stems; red berries; not a true fern; can be invasive,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Asparagus_aethiopicus_berries.jpg/1024px-Asparagus_aethiopicus_berries.jpg
asphodelus fistulosus,hollow-stemmed asphodel,hollow-leaved asphodel,asphodelus,asphodelaceae,asparagales,monocots,asphodels,asphodel family,geophyte,,herb,Mediterranean,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,White star-shaped flowers; hollow cylindrical leaves; spring bloomer,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Asphodelus_fistulosus_flowers.jpg/1024px-Asphodelus_fistulosus_flowers.jpg
asphodelus ramosus,branched asphodel,white asphodel,asphodelus,asphodelaceae,asparagales,monocots,asphodels,asphodel family,geophyte,,herb,Mediterranean,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,Tall branched flower spikes; large white flowers; mythological associations,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Asphodelus_ramosus_flowers.jpg/1024px-Asphodelus_ramosus_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
asplenium nidus,nest spleenwort,bird's nest fern,asplenium,aspleniaceae,polypodiales,ferns,spleenworts,spleenwort family,epiphyte,,herb,Tropical regions,Global,Both,Both,High,Major,Widespread/Common,natural,Large undivided fronds; grows in tree crotches; popular houseplant; tropical epiphyte,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Asplenium_nidus_fronds.jpg/1024px-Asplenium_nidus_fronds.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
athyrium niponicum,japanese painted fern,japanese painted fern,athyrium,athyriaceae,polypodiales,ferns,lady ferns,lady fern family,hemicryptophyte,,herb,Japan,East Asia,Northern,Both,High,Major,Locally common,natural,Silvery fronds with purple stems; popular shade garden plant; many cultivars,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Athyrium_niponicum_fronds.jpg/1024px-Athyrium_niponicum_fronds.jpg
atriplex halimus,salt-loving orache,sea orache,atriplex,amaranthaceae,caryophyllales,dicots,saltbush,amaranth family,chamaephyte,,shrub,Mediterranean,Mediterranean,Northern,Wild,Moderate,Limited,Widespread/Common,natural,Extremely salt-tolerant; silvery leaves; coastal shrub; desert adaptation,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Atriplex_halimus_001.jpg/1024px-Atriplex_halimus_001.jpg
