
SPECIES,LITERAL LATIN,COMMON NAME,GENUS,FAMILY,ORDER,CLADE,COMMON GENUS NAME,COMMON FAMILY NAME,LIFE-FORM TYPE,SEEN AT,GROWTH FORM,GEOGRAPHIC ORIGIN,SPECIFIC LOCATION,GENERAL LOCATION,HEMISPHERE,GROWTH HABIT,HORTICULTURAL DEVELOPMENT,COMMERCIAL STATUS,CONSERVATION STATUS,SOURCE,NOTES,IMAGE
mallotus paniculatus,,turn-in-the-wind,mallotus,euphorbiaceae,malpighiales,dicots,,spurges,,Expo,tree,Asia,,Asia,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,malus,rosaceae,rosales,dicots,apple,rose family,,,tree,Asia,,Asia,Northern,Cultivated,High,Major,Widespread/Common,natural,,
malva moschata,,musk mallow,malva,malvaceae,malvales,dicots,mallows,mallow family,,charlevoix,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
malva parviflora,,cheeseweed mallow,malva,malvaceae,malvales,dicots,,mallows,,amman,herb,Mediterranean,,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,,
malva sylvestris,,common mallow,malva,malvaceae,malvales,dicots,,mallow family,,london,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
mangifera indica,,indian mango,mangifera,anacardiaceae,sapindales,dicots,mangoes,cashews and sumac,phanerophyte,yarmouk river,tree,India,India,Asia,Northern,Cultivated,High,Major,Widespread/Common,natural,,
manihot esculenta,,cassava,manihot,euphorbiaceae,malpighiales,dicots,,spurge family,,jakarta,herb,South America,,South America,Southern,Cultivated,Moderate,Major,Widespread/Common,natural,,
,,,manihot,euphorbiaceae,malpighiales,dicots,,spurge family,,,herb,South America,,South America,Southern,Both,Moderate,Limited,Widespread/Common,natural,,
mastocarpus papillatus,,grapestone,mastocarpus,phyllophoraceae,gigartinales,algae,red algae,,,nanaimo,herb,North Pacific,,North Pacific,Northern,Wild,Low,None,Widespread/Common,natural,,
matthiola incana,,hoary stock,matthiola,brassicaceae,brassicales,dicots,,mustard and cabbage,,Scandinavian forest,herb,Mediterranean,,Mediterranean,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
medicago sativa,,alfalfa,medicago,fabaceae,fabales,dicots,,legume family,,azraq,herb,Mediterranean,,Mediterranean,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
melia azedarach,,chinaberry,melia,meliaceae,sapindales,dicots,,mahogany and chinaberry,,Amman garden,tree,Asia,,Asia,Northern,Both,Low,None,Widespread/Common,natural,,
melicope ternata,,wharangi,melicope,rutaceae,sapindales,dicots,,citrus family,,Kew,tree,New Zealand,New Zealand,Oceania,Southern,Wild,Low,None,Locally common,natural,,
mentha aquatica,,water mint,mentha,lamiaceae,lamiales,dicots,mints,mint family,,greenwich,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
mentha longifolia,,horse mint,mentha,lamiaceae,lamiales,dicots,,mints,,rum desert,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
mentha spicata,,spearmint,mentha,lamiaceae,lamiales,dicots,mints,mints,,Amman garden,herb,Europe,,Europe,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
,,,mertensia,boraginaceae,boraginales,dicots,bluebells,borage family,,,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
mesembryanthemum cordifolum,,heart-leaf ice plant,mesembryanthemum,aizoaceae,caryophyllales,dicots,ice plants,fig-marigolds,,Amman garden,herb,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
metasequoia glyptostroboides,,dawn redwood,metasequoia,cupressaceae,cupressales,conifers,,cypress family,phanerophyte,sooke,tree,China,China,Asia,Northern,Both,Moderate,Limited,Rare,natural,,
mirabilis jalapa,,marvel of peru,mirabilis,nyctaginaceae,caryophyllales,dicots,four o'clocks,,,around amman,herb,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,miscanthus,poaceae,poales,monocots,silvergrass,grass family,,,herb,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
,,,molinia,poaceae,poales,monocots,moor grass,grass family,,,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
monarda didyma,,scarlet beebalm,monarda,lamiaceae,lamiales,dicots,beebalms and bergamots,mint family,,greenwich,herb,Eastern North America,,North America,Northern,Both,High,Limited,Widespread/Common,natural,,
monarda fistulosa,,wild bergamot,monarda,lamiaceae,lamiales,dicots,,mint family,,greenwich,herb,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
monarda punctata,,horsemint,monarda,lamiaceae,lamiales,dicots,,mint family,,new york,herb,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,monsonia,geraniaceae,geraniales,dicots,,,,,herb,Africa,,Africa,Both,Wild,Low,None,Widespread/Common,natural,,
monstera deliciosa,,swiss cheese plant,monstera,araceae,alismatales,monocots,,arums,,Office,vine,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,moraea,iridaceae,asparagales,monocots,cape tulips,,,,herb,Africa,,Africa,Both,Both,Moderate,Limited,Widespread/Common,natural,,
,,,morina,caprifoliaceae,dipsacales,dicots,whorlflower,,,,herb,Asia,,Asia,Northern,Wild,Low,None,Locally common,natural,,
morus alba,,white mulberry,morus,moraceae,rosales,dicots,mulberries,mulberry family,,around amman,tree,Asia,,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,,
,,,muhlenbergia,poaceae,poales,monocots,muhly grass,grass family,,,herb,Americas,,Americas,Both,Both,Moderate,Limited,Widespread/Common,natural,,
musa acuminata,,cavendish banana,musa,musaceae,zingiberales,monocots,bananas,,,Expo,herb,Southeast Asia,,Southeast Asia,Northern,Cultivated,High,Major,Widespread/Common,natural,,
musa ornata,,flowering banana,musa,musaceae,zingiberales,monocots,bananas,,,singapore,herb,Southeast Asia,,Southeast Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
musa velutina,,,musa,musaceae,zingiberales,monocots,bananas,,,luang prabang,herb,Southeast Asia,,Southeast Asia,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
musa x paradisiaca,,plantain,musa,musaceae,zingiberales,monocots,bananas,bananas,,yarmouk river,herb,Southeast Asia,,Southeast Asia,Northern,Cultivated,High,Major,Widespread/Common,bred,,
muscari neglectum,,grape hyacinth,muscari,asparagaceae,asparagales,monocots,,asparagus,,Scandinavian forest,herb,Mediterranean,,Mediterranean,Northern,Both,High,Limited,Widespread/Common,natural,,
myoporum insulare,,australian ngaio,myoporum,scrophulariaceae,lamiales,dicots,,,,Amman garden,shrub,Australia,Australia,Australia,Southern,Both,Moderate,Limited,Widespread/Common,natural,,
myoporum laetum,,ngaio,myoporum,scrophulariaceae,lamiales,dicots,,,,around amman,shrub,New Zealand,New Zealand,Oceania,Southern,Both,Moderate,Limited,Widespread/Common,natural,,
,,,myosotis,boraginaceae,boraginales,dicots,forget-me-not,borage family,,,herb,Europe,,Europe,Northern,Both,High,Limited,Widespread/Common,natural,,
myristica fragrans,,nutmeg,myristica,myristicaceae,magnoliales,early angiosperms,,,,Fifty plants,tree,Southeast Asia,,Southeast Asia,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
myrtus communis,,myrtle,myrtus,myrtaceae,myrtales,dicots,,myrtle family,phanerophyte,,shrub,Mediterranean,,Mediterranean,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
nandina domestica,,heavenly bamboo,nandina,berberidaceae,ranunculales,dicots,,barberry,,Office,shrub,Asia,,Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,narcissus,amaryllidaceae,asparagales,monocots,daffodils,,,,herb,Europe,,Europe,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,nassella,poaceae,poales,monocots,needlegrass,grass family,,,herb,South America,,South America,Southern,Both,Low,None,Widespread/Common,natural,,
nelumbo lutea,,,nelumbo,nelumbonaceae,proteales,dicots,,,,lombok,herb,North America,,North America,Northern,Wild,Low,None,Locally common,natural,,
nelumbo nucifera,,sacred lotus,nelumbo,nelumbonaceae,proteales,dicots,,,,yogyakarta,herb,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
,,,nelumbo,nelumbonaceae,proteales,dicots,sacred lotus,,,,herb,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
,,,nepeta,lamiaceae,lamiales,dicots,catmint,mint family,,,herb,Europe,,Europe,Northern,Both,High,Limited,Widespread/Common,natural,,
nephelium lappaceum,,rambutan,nephelium,sapindaceae,sapindales,dicots,,soapberry family,,yogyakarta,tree,Southeast Asia,,Southeast Asia,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
nereocystis luetkeana,,bull kelp,nereocystis,laminariaceae,laminariales,algae,,,,sooke,herb,North Pacific,,North Pacific,Northern,Wild,Low,None,Widespread/Common,natural,,
nerium oleander,,oleander,nerium,apocynaceae,gentianales,dicots,,dog-banes,,Amman garden,shrub,Mediterranean,,Mediterranean,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
nesiota elliptica,,st helena olive,nesiota,rhamnaceae,rosales,dicots,,,,kew,shrub,St Helena,St Helena,Atlantic,Southern,Wild,Low,None,Very rare/Endangered,natural,,
,,,nicandra,solanaceae,solanales,dicots,,,,,herb,South America,,South America,Southern,Wild,Low,None,Widespread/Common,natural,,
nicotiana tabacum,,tobacco,nicotiana,solanaceae,solanales,dicots,,nightshades,,Fifty plants,herb,South America,,South America,Southern,Cultivated,High,Major,Widespread/Common,natural,,
nigella damascena,,love-in-a-mist,nigella,ranunculaceae,ranunculales,dicots,,,,kintbury,herb,Mediterranean,,Mediterranean,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,nigella,ranunculaceae,ranunculales,dicots,love-in-a-mist,,,,herb,Mediterranean,,Mediterranean,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
,,,nuphar,nymphaeaceae,nymphaeales,early angiosperms,spatterdocks,,,,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
nolina parviflora,,,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,singapore,herb,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
nymphaea alba,,white waterlily,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,knighton,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
nymphaea ampla,,dotleaf waterlily,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,lombok,herb,Central America,,Central America,Northern,Wild,Low,None,Widespread/Common,natural,,
nymphaea mexicana,,yellow waterlily,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,gloucester,herb,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
nymphaea nouchali,,blue lotus,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,hydrophyte,yogyakarta,herb,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
nymphaea rubra,,,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,bandung,herb,Asia,,Asia,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,waterlily,,,,herb,Worldwide,,Worldwide,Both,Both,Moderate,Limited,Widespread/Common,natural,,
nyssa sylvatica,,tupelo,nyssa,nyssaceae,cornales,dicots,tupelos,,phanerophyte,kew,tree,Eastern North America,,North America,Northern,Both,Low,Limited,Widespread/Common,natural,,
ochna serrulata,,small-leaved plane,ochna,ochnacea,malpighiales,dicots,,,,yogyakarta,shrub,Africa,,Africa,Both,Cultivated,Moderate,Limited,Widespread/Common,natural,,
ocimum basilicum,,sweet basil,ocimum,lamiaceae,lamiales,dicots,basils,mints,,Expo,herb,Asia,,Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
oclemena acuminata,,whorled wood aster,oclomena,asteraceae,asterales,dicots,,daisy family,,greenwich,herb,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,oenothera,onagraceae,myrtales,dicots,evening primrose,,,,herb,Americas,,Americas,Both,Both,Moderate,Limited,Widespread/Common,natural,,
olea europea,,olive,olea,oleaceae,lamiales,dicots,olives,olive,chamaephyte,Kempinski,tree,Mediterranean,,Mediterranean,Northern,Cultivated,High,Major,Widespread/Common,natural,,
oncidium sphacelatum,,kandyan dancer orchid,onchidium,orchidaceae,asparagales,monocots,,,,singapore,herb,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
onoclea sensibilis,,sensitive fern,onoclea,onocleaceae,polypodiales,ferns,onoclea,,,greenwich,herb,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
ononis natrix,,yellow restharrow,ononis,fabaceae,fabales,dicots,,legumes,,umm qais,herb,Mediterranean,,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,,
opuntia cochenillifera,,cochineal nopal cactus,opuntia,cactaceae,caryophyllales,dicots,prickly pears,cactus,,Amman garden,herb,Central America,,Central America,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
opuntia ficus-indica,,cactus pear,opuntia,cactaceae,caryophyllales,dicots,prickly pears,cactus,,azraq,herb,Central America,,Central America,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
opuntia microdasys,,bunny ears cactus,opuntia,cactaceae,caryophyllales,dicots,prickly pears,cactus family,,,herb,North America,,North America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
origanum vulgare,,oregano,origanum,lamiaceae,lamiales,dicots,,mint family,,london,herb,Mediterranean,,Mediterranean,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
,,,origanum,lamiaceae,lamiales,dicots,oregano,mint family,,,herb,Mediterranean,,Mediterranean,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
ornithogalum umbellatum,,common star of bethlehem,ornithogalum,asparagaceae,asparagales,monocots,,asparagus,,Scandinavian forest,herb,Mediterranean,,Mediterranean,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
oryza sativa,,rice,oryza,poaceae,poales,monocots,,grasses,,Fifty plants,herb,Asia,,Asia,Northern,Cultivated,High,Major,Widespread/Common,natural,,
,,,ostrya,betulaceae,fagales,dicots,hop-hornbeam,birch family,,,tree,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
oxalis corniculata,,creeping woodsorrel,oxalis,oxalidaceae,oxalidales,dicots,,,,kintbury,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
oxalis pes-caprae,,bermuda buttercup,oxalis,oxalidaceae,oxalidales,dicots,,,,Turqoise mtn,herb,Africa,,Africa,Both,Both,Low,None,Widespread/Common,natural,,
oxalis triangularis,,false shamrock,oxalis,oxalidaceae,oxalidales,dicots,,,,kintbury,herb,South America,,South America,Southern,Cultivated,High,Limited,Widespread/Common,natural,,
pachira aquatica,,provision tree,pachira,malvaceae,malvales,dicots,pachira,mallow family,,montreal house,tree,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
pachycereus pringlei,,mexican giant cactus,pachycereus,cactaceae,caryophyllales,dicots,,cactus family,,,herb,North America,,North America,Northern,Wild,Low,None,Locally common,natural,,
paeonia officinalis,,common peony,paeonia,paeoniaceae,saxifragales,dicots,peonies,,,greenwich,herb,Europe,,Europe,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
,,,panax,araliaceae,apiales,dicots,ginseng,,,,herb,Asia,,Asia,Northern,Both,Moderate,Major,Locally common,natural,,
,,,panicum,poaceae,poales,monocots,panicgrass,grass family,,,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
papaver rhoeas,,scarlet poppy,papaver,papaveraceae,ranunculales,dicots,poppies,poppies,,Fifty plants,herb,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
papaver somniferum,,opium poppy,papaver,papaveraceae,ranunculales,dicots,poppies,poppies,,Fifty plants,herb,Mediterranean,,Mediterranean,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
,,,paris,melanthiaceae,liliales,monocots,,,,,herb,Northern Hemisphere,,,Northern,Wild,Low,None,Widespread/Common,natural,,
parthenocissus inserta,,thicket creeper,parthenocissus,vitaceae,vitales,dicots,virgin creepers,,,greenwich,vine,North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
parthenocissus tricuspidata,,japanese creeper,Parthenocissus,vitaceae,vitales,dicots,,,,Bermondsey,vine,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
parthernocissus quinquefolia,,virginia creeper,parthenocissus,vitaceae,vitales,dicots,,grapevines,,amman,vine,Eastern North America,,North America,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
paspalum notatum,,bahia grass,paspalum,poaceae,poales,monocots,,grasses,,Expo,herb,South America,,South America,Southern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
passiflora caerulea,,bluecrown passionflower,passiflora,passifloraceae,malpighiales,dicots,,passionfruit,,embassy garden,vine,South America,,South America,Southern,Both,Moderate,Limited,Widespread/Common,natural,,
passiflora edulis,,common passionfruit,passiflora,passifloraceae,malpighiales,dicots,,passionfruit,,yarmouk river,vine,South America,,South America,Southern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
,,,pastinaca,apiaceae,apiales,dicots,parsnips,carrot family,,,herb,Europe,,Europe,Northern,Cultivated,Moderate,Limited,Widespread/Common,natural,,
paulownia tomentosa,,princess tree,paulownia,paulowniaceae,lamiales,dicots,,,phanerophyte,kew,tree,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
pelargonium myrrhifolium,,myrrhleaf storksbill,pelargonium,geraniaceae,geraniales,dicots,,geraniums,,Scandinavian forest,herb,Africa,,Africa,Both,Wild,Low,None,Widespread/Common,natural,,
pelargonium peltatum,,ivy geranium,pelargonium,geraniaceae,geraniales,dicots,,,,,herb,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
pelargonium x hybridum,,garden geranium,pelargonium,geraniaceae,geraniales,dicots,,geraniums,,office,herb,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,bred,,
,,,pelargonium,geraniaceae,geraniales,dicots,geraniums,,,,herb,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
peltandra virginica,,green arrow arum,peltandra,araceae,alismatales,monocots,,,,jakarta,herb,Eastern North America,,North America,Northern,Wild,Low,None,Widespread/Common,natural,,
pennisetum setaceum,,fountain grass,pennisetum,poaceae,poales,monocots,fountain grasses,grasses,,Expo,herb,Africa,,Africa,Both,Cultivated,High,Limited,Widespread/Common,natural,,
,,,penstemon,plantaginaceae,lamiales,dicots,beardtongue,,,,herb,North America,,North America,Northern,Both,High,Limited,Widespread/Common,natural,,
,,,peperomia,piperaceae,piperales,dicots,,,,,herb,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
persea americana,,avocado,persea,lauraceae,laurales,early angiosperms,avocadoes,,,Fifty plants,tree,Central America,,Central America,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
persea americana,,avocado,persea,lauraceae,laurales,early angiosperms,,,,bandung,tree,Central America,,Central America,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
,,,persicaria,polygonaceae,caryophyllales,dicots,smartweeds,,,,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
petrea volubilis,,queen's wreath,petrea,verbenaceae,lamiales,dicots,,,,yogyakarta,vine,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
petunia x atkinsiana,,garden petunia,petunia,solanaceae,solanales,dicots,,,,,herb,South America,,South America,Southern,Cultivated,High,Limited,Widespread/Common,bred,,
,,,phalaenopsis,orchidaceae,asparagales,monocots,moth orchids,,,,herb,Southeast Asia,,Southeast Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
phellodendron amurense,,amur corktree,phellodendron,rutaceae,sapindales,dicots,corktrees,citrus family,,greenwich,tree,Asia,,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,,
,,,philodendron,araceae,alismatales,monocots,chinese ivy,,,,vine,Central America,,Central America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
phleum pratense,,timothy grass,phleum,poaceae,poales,monocots,,grass family,,kintbury,herb,Europe,,Europe,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
phlomis fruticosa,,jerusalem sage,phlomis,lamiaceae,lamiales,dicots,,mints,,Office,shrub,Mediterranean,,Mediterranean,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
phlox paniculata,,garden phlox,phlox,polemoniaceae,ericales,dicots,,,,london,herb,Eastern North America,,North America,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
pheonix dactylifera,,date palm,phoenix,arecaceae,arecales,monocots,,palms,phanerophyte,Expo,tree,Middle East,,Middle East,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
photinia x fraseri,,red tip photinia,photinia,rosaceae,rosales,dicots,,roses,,Office,shrub,Asia,,Asia,Northern,Cultivated,High,Limited,Widespread/Common,bred,,
phragmites australis,,common reed,phragmites,poaceae,poales,monocots,,grass family,,london,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
,,,phragmites,poaceae,poales,monocots,reed,grass family,,,herb,Worldwide,,Worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
,,,phyllocladus,podocarpaceae,araucariales,conifers,celery pine,,,,tree,Southern Hemisphere,,,Southern,Wild,Low,None,Locally common,natural,,
picea abies,,norway spruce,picea,pinaceae,pinales,conifers,spruce,pine family,phanerophyte,Kew,tree,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
picea glauca,,white spruce,picea,pinaceae,pinales,conifers,spruces,pine family,phanerophyte,charlevoix,tree,North America,,North America,Northern,Both,Low,Limited,Widespread/Common,natural,,
picea orientales,,caucasian spruce,picea,pinaceae,pinales,conifers,spruce,pine family,phanerophyte,kew,tree,Asia,,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,,
picea pungens,,blue spruce,picea,pinaceae,pinales,conifers,spruce,pine family,phanerophyte,nanaimo,tree,Western North America,,North America,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
picea sitchensis,,sitka spruce,picea,pinaceae,pinales,conifers,spruce,pine family,phanerophyte,kew,tree,Western North America,,North America,Northern,Both,Low,Major,Widespread/Common,natural,,
picea sitchensis,,sitka spruce,picea,pinaceae,pinales,conifers,spruce,pine family,phanerophyte,sooke,tree,Western North America,,North America,Northern,Both,Low,Major,Widespread/Common,natural,,
picea smithiana,,west himalayan spruce,picea,pinaceae,pinales,conifers,spruce,pine family,phanerophyte,kew,tree,Himalayas,Himalayas,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,,
pilosella aurantiaca,,fox-and-cubs,pilosella,asteraceae,asterales,dicots,hawkweeds,daisy family,,charlevoix,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,pimenta,myrtaceae,myrtales,dicots,allspice,myrtle family,,,tree,Caribbean,,Caribbean,Northern,Cultivated,Low,Limited,Widespread/Common,natural,,
pinus banksiana,,jack pine,pinus,pinaceae,pinales,conifers,pines,pine family,phanerophyte,charlevoix,tree,North America,,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,,
pinus halepensis,,aleppo pine,pinus,pinaceae,pinales,conifers,pines,pine,phanerophyte,Scandinavian forest,tree,Mediterranean,,Mediterranean,Northern,Both,Low,Limited,Widespread/Common,natural,,
pinus heldreichii,,bosnian pine,pinus,pinaceae,pinales,conifers,pines,pine family,phanerophyte,kew,tree,Europe,,Europe,Northern,Both,Low,Limited,Locally common,natural,,
pinus mugo,,mountain pine,pinus,pinaceae,pinales,conifers,pine,pine family,phanerophyte,nanaimo,tree,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
pinus nigra,,austrian pine,pinus,pinaceae,pinales,conifers,pines,pine family,phanerophyte,kew,tree,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
pinus patula,,jelecote pine,pinus,pinaceae,pinales,conifers,pines,pine family,phanerophyte,Kew,tree,Central America,,Central America,Northern,Both,Low,Limited,Widespread/Common,natural,,
pinus resinosa,,red pine,pinus,pinaceae,pinales,conifers,pines,pine family,phanerophyte,charlevoix,tree,Eastern North America,,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,,
pinus roxburghii,,chir pine,pinus,pinaceae,pinales,conifers,pines,pine family,phanerophyte,kew,tree,Himalayas,Himalayas,Asia,Northern,Both,Low,Limited,Widespread/Common,natural,,
pinus strobus,,eastern white pine,pinus,pinaceae,pinales,conifers,pines,pine family,phanerophyte,greenwich,tree,Eastern North America,,North America,Northern,Both,Low,Limited,Widespread/Common,natural,,
pinus sylvestris,,scots pine,pinus,pinaceae,pinales,conifers,pines,pine family,phanerophyte,london,tree,Europe,,Europe,Northern,Both,Low,Limited,Widespread/Common,natural,,
piper excelsum,,kawakawa,piper,piperaceae,piperales,dicots,pepper plants,,,Kew,shrub,New Zealand,New Zealand,Oceania,Southern,Wild,Low,None,Locally common,natural,,
piper nigrum,,black pepper,piper,piperaceae,piperales,dicots,pepper plants,pepper,,Fifty plants,vine,India,India,Asia,Northern,Cultivated,Moderate,Major,Widespread/Common,natural,,
pistacia chinensis,,chinese pistache,pistacia,anacardiaceae,sapindales,dicots,,cashew family,,greenwich,tree,Asia,,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
pistacia terebinthus,,terebinth,pistacia,anacardiaceae,sapindales,dicots,pistachio,cashews and sumac,,umm qais,tree,Mediterranean,,Mediterranean,Northern,Wild,Low,None,Widespread/Common,natural,,
,,,pistia,araceae,alismatales,monocots,water cabbage,,,,herb,Tropical worldwide,,Tropical worldwide,Both,Wild,Low,None,Widespread/Common,natural,,
pisum sativum,,pea,pisum,fabaceae,fabales,dicots,,legumes,,Fifty plants,herb,Mediterranean,,Mediterranean,Northern,Cultivated,High,Major,Widespread/Common,natural,,
pithecellobium dulce,,guamuchil,pithecellobium,fabaceae,fabales,dicots,,legumes,,Expo,tree,Central America,,Central America,Northern,Both,Low,Limited,Widespread/Common,natural,,
pittosporum crassifolium,,karo,pittosporum,pittosporaceae,apiales,dicots,,,,Kew,shrub,New Zealand,New Zealand,Oceania,Southern,Both,Low,None,Locally common,natural,,
pittosporum fairchildii,,farchild's kohuhu,pittosporum,pittosporaceae,apiales,dicots,,,,kew,shrub,New Zealand,New Zealand,Oceania,Southern,Cultivated,Low,None,Locally common,natural,,
pittosporum tenuifolium,,kohuhu,pittosporum,pittosporaceae,apiales,dicots,,,,Bermondsey,shrub,New Zealand,New Zealand,Oceania,Southern,Both,Moderate,Limited,Locally common,natural,,
pittosporum tobira,,japanese cheesewood,pittosporum,pittosporaceae,apiales,dicots,,,,hyatt amman,shrub,Asia,,Asia,Northern,Cultivated,High,Limited,Widespread/Common,natural,,
plantago major,,major plantain,plantago,plantaginaceae,lamiales,dicots,plantain weeds,,,greenwich,herb,Europe,,Europe,Northern,Wild,Low,None,Widespread/Common,natural,,
platanus occidentalis,,america sycamore,platanus,platanaceae,proteales,dicots,plane trees,,phanerophyte,embassy garden,tree,Eastern North America,,North America,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
platanus orientalis,,oriental plane,platanus,platanaceae,proteales,dicots,plane trees,planes,phanerophyte,amman,tree,Europe,,Europe,Northern,Both,Moderate,Limited,Widespread/Common,natural,,
platanus x hispanica,,london plane,platanus,platanaceae,proteales,dicots,plane trees,,phanerophyte,Bermondsey,tree,Hybrid,,,,Cultivated,High,Limited,Widespread/Common,bred,,
